gene_id	gene_type	gene_name
ENSMUSG00000019518	protein_coding	Ap4m1
ENSMUSG00000036980	protein_coding	Taf6
ENSMUSG00000036968	protein_coding	Cnpy4
ENSMUSG00000049285	protein_coding	Mblac1
ENSMUSG00000089783	lncRNA	Gm454
ENSMUSG00000106338	lncRNA	Gm43645
ENSMUSG00000047592	protein_coding	Nxpe5
ENSMUSG00000050552	protein_coding	Lamtor4
ENSMUSG00000036948	protein_coding	Map11
ENSMUSG00000085227	lncRNA	6330418K02Rik
ENSMUSG00000075593	protein_coding	Gal3st4
ENSMUSG00000029510	protein_coding	Gpc2
ENSMUSG00000036928	protein_coding	Stag3
ENSMUSG00000109713	protein_coding	Pvrig
ENSMUSG00000075591	lncRNA	Gm10874
ENSMUSG00000036898	protein_coding	Zfp157
ENSMUSG00000029526	protein_coding	1700123K08Rik
ENSMUSG00000058291	protein_coding	Zfp68
ENSMUSG00000056014	protein_coding	A430033K04Rik
ENSMUSG00000025854	protein_coding	Fam20c
ENSMUSG00000094504	protein_coding	Gm5294
ENSMUSG00000025856	protein_coding	Pdgfa
ENSMUSG00000075585	lncRNA	6330403L08Rik
ENSMUSG00000025855	protein_coding	Prkar1b
ENSMUSG00000086873	lncRNA	Gm15672
ENSMUSG00000025857	protein_coding	Dnaaf5
ENSMUSG00000036817	protein_coding	Sun1
ENSMUSG00000106127	lncRNA	4930520M14Rik
ENSMUSG00000025858	protein_coding	Get4
ENSMUSG00000056413	protein_coding	Adap1
ENSMUSG00000045438	protein_coding	Cox19
ENSMUSG00000029541	protein_coding	Cyp2w1
ENSMUSG00000053553	protein_coding	3110082I17Rik
ENSMUSG00000044197	protein_coding	Gpr146
ENSMUSG00000044092	protein_coding	C130050O18Rik
ENSMUSG00000053647	protein_coding	Gper1
ENSMUSG00000053581	protein_coding	Zfand2a
ENSMUSG00000106056	lncRNA	4930500L23Rik
ENSMUSG00000029546	protein_coding	Uncx
ENSMUSG00000036718	protein_coding	Micall2
ENSMUSG00000029547	protein_coding	Ints1
ENSMUSG00000018143	protein_coding	Mafk
ENSMUSG00000036687	protein_coding	Tmem184a
ENSMUSG00000029551	protein_coding	Psmg3
ENSMUSG00000105335	lncRNA	Gm42423
ENSMUSG00000048988	protein_coding	Elfn1
ENSMUSG00000029554	protein_coding	Mad1l1
ENSMUSG00000085673	lncRNA	Gm16122
ENSMUSG00000087606	lncRNA	Gm16121
ENSMUSG00000087248	lncRNA	Gm16120
ENSMUSG00000036639	protein_coding	Nudt1
ENSMUSG00000029557	protein_coding	Mrm2
ENSMUSG00000029560	protein_coding	Snx8
ENSMUSG00000056076	protein_coding	Eif3b
ENSMUSG00000106350	protein_coding	Gm4869
ENSMUSG00000036599	protein_coding	Chst12
ENSMUSG00000105845	lncRNA	Gm42808
ENSMUSG00000036586	protein_coding	Grifin
ENSMUSG00000105699	lncRNA	Gm43703
ENSMUSG00000029570	protein_coding	Lfng
ENSMUSG00000036565	protein_coding	Ttyh3
ENSMUSG00000036555	protein_coding	Iqce
ENSMUSG00000000148	protein_coding	Brat1
ENSMUSG00000050022	protein_coding	Amz1
ENSMUSG00000000149	protein_coding	Gna12
ENSMUSG00000036526	protein_coding	Card11
ENSMUSG00000039683	protein_coding	Sdk1
ENSMUSG00000084934	lncRNA	Gm16035
ENSMUSG00000085540	lncRNA	Gm16036
ENSMUSG00000056493	protein_coding	Foxk1
ENSMUSG00000039623	protein_coding	Ap5z1
ENSMUSG00000029576	protein_coding	Radil
ENSMUSG00000074817	protein_coding	Papolb
ENSMUSG00000039533	protein_coding	Mmd2
ENSMUSG00000029578	protein_coding	Wipi2
ENSMUSG00000050822	protein_coding	Slc29a4
ENSMUSG00000039477	protein_coding	Tnrc18
ENSMUSG00000066640	protein_coding	Fbxl18
ENSMUSG00000097559	lncRNA	D430018E03Rik
ENSMUSG00000029580	protein_coding	Actb
ENSMUSG00000029581	protein_coding	Fscn1
ENSMUSG00000045078	protein_coding	Rnf216
ENSMUSG00000106543	lncRNA	Gm43378
ENSMUSG00000090981	protein_coding	Olfr718-ps1
ENSMUSG00000104529	lncRNA	Rbakdn
ENSMUSG00000061898	protein_coding	Rbak
ENSMUSG00000029586	protein_coding	Spdye4b
ENSMUSG00000039296	protein_coding	Spdye4a
ENSMUSG00000089879	lncRNA	4930448H16Rik
ENSMUSG00000029587	protein_coding	Zfp12
ENSMUSG00000046658	protein_coding	Zfp316
ENSMUSG00000105345	lncRNA	BC030343
ENSMUSG00000093910	protein_coding	Zfp853
ENSMUSG00000039244	protein_coding	E130309D02Rik
ENSMUSG00000001844	protein_coding	Zdhhc4
ENSMUSG00000089889	lncRNA	0610040B10Rik
ENSMUSG00000104875	lncRNA	Gm43397
ENSMUSG00000010825	protein_coding	Grid2ip
ENSMUSG00000093720	lncRNA	Gm20635
ENSMUSG00000106198	lncRNA	Gm42504
ENSMUSG00000079111	protein_coding	Kdelr2
ENSMUSG00000039206	protein_coding	Daglb
ENSMUSG00000001847	protein_coding	Rac1
ENSMUSG00000118332	protein_coding	Fam220a
ENSMUSG00000083012	protein_coding	Fam220a.1
ENSMUSG00000018001	protein_coding	Cyth3
ENSMUSG00000051306	protein_coding	Usp42
ENSMUSG00000097287	lncRNA	D130017N08Rik
ENSMUSG00000029613	protein_coding	Eif2ak1
ENSMUSG00000029607	protein_coding	Ankrd61
ENSMUSG00000029610	protein_coding	Aimp2
ENSMUSG00000079109	protein_coding	Pms2
ENSMUSG00000091351	lncRNA	Gm17135
ENSMUSG00000075569	protein_coding	Rsph10b
ENSMUSG00000029617	protein_coding	Ccz1
ENSMUSG00000029618	protein_coding	Ocm
ENSMUSG00000038970	protein_coding	Lmtk2
ENSMUSG00000052271	protein_coding	Bhlha15
ENSMUSG00000066621	protein_coding	Tecpr1
ENSMUSG00000087484	lncRNA	2900089D17Rik
ENSMUSG00000047843	protein_coding	Bri3
ENSMUSG00000038859	protein_coding	Baiap2l1
ENSMUSG00000086894	lncRNA	Gm15708
ENSMUSG00000104600	lncRNA	Dmrt1i
ENSMUSG00000059991	protein_coding	Nptx2
ENSMUSG00000043388	protein_coding	Tmem130
ENSMUSG00000045482	protein_coding	Trrap
ENSMUSG00000038780	protein_coding	Smurf1
ENSMUSG00000038770	protein_coding	Kpna7
ENSMUSG00000061707	protein_coding	Gm4871
ENSMUSG00000106393	lncRNA	Gm43562
ENSMUSG00000029620	protein_coding	1700018F24Rik
ENSMUSG00000029621	protein_coding	Arpc1a
ENSMUSG00000029622	protein_coding	Arpc1b
ENSMUSG00000029623	protein_coding	Pdap1
ENSMUSG00000038722	protein_coding	Bud31
ENSMUSG00000029624	protein_coding	Ptcd1
ENSMUSG00000029625	protein_coding	Cpsf4
ENSMUSG00000038690	protein_coding	Atp5j2
ENSMUSG00000029627	protein_coding	Zkscan14
ENSMUSG00000055991	protein_coding	Zkscan5
ENSMUSG00000007812	protein_coding	Zfp655
ENSMUSG00000070420	protein_coding	Zscan25
ENSMUSG00000070419	protein_coding	Cyp3a57
ENSMUSG00000038656	protein_coding	Cyp3a16
ENSMUSG00000075552	protein_coding	Cyp3a41b
ENSMUSG00000075551	protein_coding	Cyp3a41a
ENSMUSG00000054417	protein_coding	Cyp3a44
ENSMUSG00000056035	protein_coding	Cyp3a11
ENSMUSG00000029630	protein_coding	Cyp3a25
ENSMUSG00000061292	protein_coding	Cyp3a59
ENSMUSG00000104752	protein_coding	Gm5565
ENSMUSG00000096798	protein_coding	Gm6309
ENSMUSG00000095040	protein_coding	1700001J03Rik
ENSMUSG00000106547	lncRNA	B230303O12Rik
ENSMUSG00000105636	lncRNA	Gm43625
ENSMUSG00000029634	protein_coding	Rnf6
ENSMUSG00000029635	protein_coding	Cdk8
ENSMUSG00000029636	protein_coding	Wasf3
ENSMUSG00000096344	protein_coding	Gm6408
ENSMUSG00000096527	protein_coding	Gm6370
ENSMUSG00000079093	protein_coding	4930449I24Rik
ENSMUSG00000041505	protein_coding	Gm3402
ENSMUSG00000079091	protein_coding	Gm3404
ENSMUSG00000096664	protein_coding	Gm3409
ENSMUSG00000095557	protein_coding	Gm3415
ENSMUSG00000041468	protein_coding	Gpr12
ENSMUSG00000105907	lncRNA	Gm34333
ENSMUSG00000106020	lncRNA	4930573C15Rik
ENSMUSG00000029640	protein_coding	Usp12
ENSMUSG00000104845	lncRNA	1700041I07Rik
ENSMUSG00000041453	protein_coding	Rpl21
ENSMUSG00000029641	protein_coding	Rasl11a
ENSMUSG00000016503	protein_coding	Gtf3a
ENSMUSG00000016510	protein_coding	Mtif3
ENSMUSG00000016520	protein_coding	Lnx2
ENSMUSG00000029642	protein_coding	Polr1d
ENSMUSG00000053129	protein_coding	Gsx1
ENSMUSG00000092570	lncRNA	Plut
ENSMUSG00000029644	protein_coding	Pdx1
ENSMUSG00000098053	lncRNA	Gm27033
ENSMUSG00000029646	protein_coding	Cdx2
ENSMUSG00000075543	protein_coding	Urad
ENSMUSG00000042817	protein_coding	Flt3
ENSMUSG00000097228	lncRNA	Gm26597
ENSMUSG00000106820	lncRNA	D5Ertd605e
ENSMUSG00000029647	protein_coding	Pan3
ENSMUSG00000029648	protein_coding	Flt1
ENSMUSG00000106845	lncRNA	Gm43156
ENSMUSG00000029649	protein_coding	Pomp
ENSMUSG00000029650	protein_coding	Slc46a3
ENSMUSG00000085565	lncRNA	Gm15721
ENSMUSG00000029651	protein_coding	Mtus2
ENSMUSG00000041313	protein_coding	Slc7a1
ENSMUSG00000001687	protein_coding	Ubl3
ENSMUSG00000106733	lncRNA	Gm36186
ENSMUSG00000086494	lncRNA	2210417A02Rik
ENSMUSG00000085740	lncRNA	4930505K14Rik
ENSMUSG00000087647	lncRNA	Gm15407
ENSMUSG00000041298	protein_coding	Katnal1
ENSMUSG00000106892	protein_coding	Gm42791
ENSMUSG00000085639	lncRNA	Gm15410
ENSMUSG00000085237	lncRNA	Gm15406
ENSMUSG00000079069	lncRNA	8430423G03Rik
ENSMUSG00000108207	lncRNA	1810059H22Rik
ENSMUSG00000087272	lncRNA	Gm15409
ENSMUSG00000106951	lncRNA	5930430L01Rik
ENSMUSG00000085971	lncRNA	Gm15411
ENSMUSG00000086610	lncRNA	Gm15408
ENSMUSG00000066551	protein_coding	Hmgb1
ENSMUSG00000097191	lncRNA	Mm2pr
ENSMUSG00000107133	lncRNA	Gm42787
ENSMUSG00000107388	lncRNA	Gm42788
ENSMUSG00000107313	lncRNA	Gm43332
ENSMUSG00000041264	protein_coding	Uspl1
ENSMUSG00000100783	lncRNA	2310047D07Rik
ENSMUSG00000100465	lncRNA	Gm29264
ENSMUSG00000060063	protein_coding	Alox5ap
ENSMUSG00000107317	lncRNA	Gm19719
ENSMUSG00000107271	lncRNA	BC028471
ENSMUSG00000029659	protein_coding	Medag
ENSMUSG00000106750	lncRNA	Gm43151
ENSMUSG00000106777	lncRNA	Gm43150
ENSMUSG00000029660	protein_coding	Tex26
ENSMUSG00000107164	lncRNA	4933425D22Rik
ENSMUSG00000107132	lncRNA	Gm15997
ENSMUSG00000029658	protein_coding	Wdr95
ENSMUSG00000029657	protein_coding	Hsph1
ENSMUSG00000106674	lncRNA	Gm20005
ENSMUSG00000051950	protein_coding	B3glct
ENSMUSG00000106740	lncRNA	Gm21221
ENSMUSG00000107214	lncRNA	4930500F04Rik
ENSMUSG00000107279	lncRNA	Gm43450
ENSMUSG00000107093	lncRNA	Gm43452
ENSMUSG00000107112	lncRNA	Gm36241
ENSMUSG00000053368	protein_coding	Rxfp2
ENSMUSG00000107360	lncRNA	Gm42558
ENSMUSG00000107384	lncRNA	Gm42557
ENSMUSG00000056602	protein_coding	Fry
ENSMUSG00000106719	lncRNA	Gm42556
ENSMUSG00000106738	lncRNA	Gm5
ENSMUSG00000056586	protein_coding	Zar1l
ENSMUSG00000041147	protein_coding	Brca2
ENSMUSG00000106764	lncRNA	Gm42529
ENSMUSG00000107178	lncRNA	Gm42531
ENSMUSG00000106980	lncRNA	Gm43690
ENSMUSG00000041132	protein_coding	N4bp2l1
ENSMUSG00000106927	lncRNA	Gm43598
ENSMUSG00000107096	lncRNA	Gm43597
ENSMUSG00000029655	protein_coding	N4bp2l2
ENSMUSG00000034021	protein_coding	Pds5b
ENSMUSG00000107048	lncRNA	Gm43807
ENSMUSG00000106692	lncRNA	Gm36447
ENSMUSG00000107047	lncRNA	Gm43298
ENSMUSG00000058488	protein_coding	Kl
ENSMUSG00000016128	protein_coding	Stard13
ENSMUSG00000107387	lncRNA	5430435K18Rik
ENSMUSG00000054622	lncRNA	D730045B01Rik
ENSMUSG00000097321	lncRNA	1700028E10Rik
ENSMUSG00000091794	protein_coding	Vmn2r18
ENSMUSG00000033970	protein_coding	Rfc3
ENSMUSG00000107241	lncRNA	Gm43129
ENSMUSG00000106779	lncRNA	Gm8579
ENSMUSG00000106734	lncRNA	Gm20559
ENSMUSG00000047735	protein_coding	Samd9l
ENSMUSG00000044156	protein_coding	Hepacam2
ENSMUSG00000001376	protein_coding	Vps50
ENSMUSG00000023964	protein_coding	Calcr
ENSMUSG00000029664	protein_coding	Tfpi2
ENSMUSG00000029663	protein_coding	Gngt1
ENSMUSG00000032766	protein_coding	Gng11
ENSMUSG00000107681	lncRNA	4930528H21Rik
ENSMUSG00000032757	protein_coding	Bet1
ENSMUSG00000029661	protein_coding	Col1a2
ENSMUSG00000015189	protein_coding	Casd1
ENSMUSG00000004631	protein_coding	Sgce
ENSMUSG00000092035	protein_coding	Peg10
ENSMUSG00000093570	lncRNA	Gm20714
ENSMUSG00000032827	protein_coding	Ppp1r9a
ENSMUSG00000002588	protein_coding	Pon1
ENSMUSG00000029759	protein_coding	Pon3
ENSMUSG00000032667	protein_coding	Pon2
ENSMUSG00000042607	protein_coding	Asb4
ENSMUSG00000019577	protein_coding	Pdk4
ENSMUSG00000029757	protein_coding	Dync1i1
ENSMUSG00000085416	lncRNA	1700019G24Rik
ENSMUSG00000015112	protein_coding	Slc25a13
ENSMUSG00000093482	lncRNA	Gm20619
ENSMUSG00000093658	lncRNA	Gm20617
ENSMUSG00000093380	lncRNA	Gm20685
ENSMUSG00000042541	protein_coding	Sem1
ENSMUSG00000093675	lncRNA	Gm20618
ENSMUSG00000090063	lncRNA	Dlx6os1
ENSMUSG00000029754	protein_coding	Dlx6
ENSMUSG00000029755	protein_coding	Dlx5
ENSMUSG00000097356	lncRNA	Gm26774
ENSMUSG00000042505	protein_coding	Sdhaf3
ENSMUSG00000098501	lncRNA	Gm19272
ENSMUSG00000061762	protein_coding	Tac1
ENSMUSG00000029752	protein_coding	Asns
ENSMUSG00000107394	lncRNA	1700012J15Rik
ENSMUSG00000042460	protein_coding	C1galt1
ENSMUSG00000068794	protein_coding	Col28a1
ENSMUSG00000042447	protein_coding	Mios
ENSMUSG00000012483	protein_coding	Rpa3
ENSMUSG00000089862	protein_coding	Umad1
ENSMUSG00000089890	lncRNA	Gm16055
ENSMUSG00000090151	lncRNA	Gm16043
ENSMUSG00000087305	lncRNA	A430035B10Rik
ENSMUSG00000029638	protein_coding	Glcci1
ENSMUSG00000062995	protein_coding	Ica1
ENSMUSG00000046178	protein_coding	Nxph1
ENSMUSG00000107847	lncRNA	Gm35822
ENSMUSG00000107948	lncRNA	AA545190
ENSMUSG00000029632	protein_coding	Ndufa4
ENSMUSG00000029629	protein_coding	Phf14
ENSMUSG00000032625	protein_coding	Thsd7a
ENSMUSG00000107422	lncRNA	Gm44129
ENSMUSG00000029571	protein_coding	Tmem106b
ENSMUSG00000079679	protein_coding	Vwde
ENSMUSG00000101894	lncRNA	1700016P04Rik
ENSMUSG00000029569	protein_coding	Tmem168
ENSMUSG00000042742	protein_coding	Bmt2
ENSMUSG00000048216	protein_coding	Gpr85
ENSMUSG00000052419	protein_coding	2610001J05Rik
ENSMUSG00000097616	lncRNA	1110019D14Rik
ENSMUSG00000042717	protein_coding	Ppp1r3a
ENSMUSG00000029563	protein_coding	Foxp2
ENSMUSG00000041390	protein_coding	Mdfic
ENSMUSG00000108295	lncRNA	Gm36406
ENSMUSG00000108025	lncRNA	Gm36503
ENSMUSG00000107022	lncRNA	Gm36669
ENSMUSG00000029553	protein_coding	Tfec
ENSMUSG00000084772	lncRNA	Gm15473
ENSMUSG00000054556	lncRNA	Gm4876
ENSMUSG00000029552	protein_coding	Tes
ENSMUSG00000085171	lncRNA	D830026I12Rik
ENSMUSG00000085264	lncRNA	Gm15581
ENSMUSG00000000058	protein_coding	Cav2
ENSMUSG00000007655	protein_coding	Cav1
ENSMUSG00000100101	lncRNA	Gm29591
ENSMUSG00000009376	protein_coding	Met
ENSMUSG00000015733	protein_coding	Capza2
ENSMUSG00000029534	protein_coding	St7
ENSMUSG00000097700	lncRNA	Gm26738
ENSMUSG00000010797	protein_coding	Wnt2
ENSMUSG00000010796	protein_coding	Asz1
ENSMUSG00000041301	protein_coding	Cftr
ENSMUSG00000087389	lncRNA	Gm15592
ENSMUSG00000000416	protein_coding	Cttnbp2
ENSMUSG00000084947	lncRNA	Gm15594
ENSMUSG00000106874	lncRNA	Gm20186
ENSMUSG00000044155	protein_coding	Lsm8
ENSMUSG00000029517	protein_coding	Ankrd7
ENSMUSG00000107217	lncRNA	4930524B17Rik
ENSMUSG00000060882	protein_coding	Kcnd2
ENSMUSG00000029669	protein_coding	Tspan12
ENSMUSG00000106709	lncRNA	Gm30270
ENSMUSG00000106871	lncRNA	Gm3289
ENSMUSG00000029670	protein_coding	Ing3
ENSMUSG00000062980	protein_coding	Cped1
ENSMUSG00000029671	protein_coding	Wnt16
ENSMUSG00000029672	protein_coding	Fam3c
ENSMUSG00000068748	protein_coding	Ptprz1
ENSMUSG00000029695	protein_coding	Aass
ENSMUSG00000029697	protein_coding	Fezf1
ENSMUSG00000017978	protein_coding	Cadps2
ENSMUSG00000051956	protein_coding	Rnf133
ENSMUSG00000078179	protein_coding	Rnf148
ENSMUSG00000043865	protein_coding	Tas2r118
ENSMUSG00000029700	protein_coding	Slc13a1
ENSMUSG00000046192	protein_coding	Iqub
ENSMUSG00000023089	protein_coding	Ndufa5
ENSMUSG00000029685	protein_coding	Asb15
ENSMUSG00000029683	protein_coding	Lmod2
ENSMUSG00000029684	protein_coding	Wasl
ENSMUSG00000029679	protein_coding	Hyal6
ENSMUSG00000029680	protein_coding	Hyal4
ENSMUSG00000029682	protein_coding	Spam1
ENSMUSG00000029678	protein_coding	Hyal5
ENSMUSG00000048022	protein_coding	Tmem229a
ENSMUSG00000039904	protein_coding	Gpr37
ENSMUSG00000029676	protein_coding	Pot1a
ENSMUSG00000106799	lncRNA	Gm20756
ENSMUSG00000024211	protein_coding	Grm8
ENSMUSG00000043340	lncRNA	6530409C15Rik
ENSMUSG00000039841	protein_coding	Zfp800
ENSMUSG00000029708	protein_coding	Gcc1
ENSMUSG00000020440	protein_coding	Arf5
ENSMUSG00000029707	protein_coding	Fscn3
ENSMUSG00000029706	protein_coding	Pax4
ENSMUSG00000001424	protein_coding	Snd1
ENSMUSG00000049939	protein_coding	Lrrc4
ENSMUSG00000092090	lncRNA	Gm3294
ENSMUSG00000059201	protein_coding	Lep
ENSMUSG00000029701	protein_coding	Rbm28
ENSMUSG00000079654	protein_coding	Prrt4
ENSMUSG00000003500	protein_coding	Impdh1
ENSMUSG00000043421	protein_coding	Hilpda
ENSMUSG00000079652	protein_coding	Fam71f2
ENSMUSG00000039742	protein_coding	Fam71f1
ENSMUSG00000090692	lncRNA	Gm17172
ENSMUSG00000029767	protein_coding	Calu
ENSMUSG00000058831	protein_coding	Opn1sw
ENSMUSG00000029769	protein_coding	Ccdc136
ENSMUSG00000068699	protein_coding	Flnc
ENSMUSG00000004285	protein_coding	Atp6v1f
ENSMUSG00000090685	protein_coding	Atp6v1fnb
ENSMUSG00000059022	protein_coding	Kcp
ENSMUSG00000097137	lncRNA	Gm26627
ENSMUSG00000029771	protein_coding	Irf5
ENSMUSG00000012535	protein_coding	Tnpo3
ENSMUSG00000001763	protein_coding	Tspan33
ENSMUSG00000001761	protein_coding	Smo
ENSMUSG00000029772	protein_coding	Ahcyl2
ENSMUSG00000039629	protein_coding	Strip2
ENSMUSG00000058440	protein_coding	Nrf1
ENSMUSG00000103108	lncRNA	Rncr4
ENSMUSG00000039159	protein_coding	Ube2h
ENSMUSG00000084861	lncRNA	1700095J07Rik
ENSMUSG00000039130	protein_coding	Zc3hc1
ENSMUSG00000029775	protein_coding	Klhdc10
ENSMUSG00000085470	lncRNA	1700012C14Rik
ENSMUSG00000029782	protein_coding	Tmem209
ENSMUSG00000029784	protein_coding	Ssmem1
ENSMUSG00000071553	protein_coding	Cpa2
ENSMUSG00000039070	protein_coding	Cpa4
ENSMUSG00000086854	lncRNA	Gm13781
ENSMUSG00000029788	protein_coding	Cpa5
ENSMUSG00000054446	protein_coding	Cpa1
ENSMUSG00000029790	protein_coding	Cep41
ENSMUSG00000086542	lncRNA	Gm13782
ENSMUSG00000051855	protein_coding	Mest
ENSMUSG00000107825	lncRNA	Gm44296
ENSMUSG00000025607	protein_coding	Copg2
ENSMUSG00000085321	lncRNA	4930412F09Rik
ENSMUSG00000039032	protein_coding	Tsga13
ENSMUSG00000073209	protein_coding	Klf14
ENSMUSG00000097998	lncRNA	Gm27019
ENSMUSG00000044471	lncRNA	Lncpint
ENSMUSG00000087312	lncRNA	Gm13833
ENSMUSG00000087380	lncRNA	2210408F21Rik
ENSMUSG00000086931	lncRNA	Gm14532
ENSMUSG00000086212	lncRNA	Mkln1os
ENSMUSG00000086855	lncRNA	Gm13844
ENSMUSG00000025609	protein_coding	Mkln1
ENSMUSG00000025608	protein_coding	Podxl
ENSMUSG00000086732	lncRNA	Gm6117
ENSMUSG00000086804	lncRNA	Gm43154
ENSMUSG00000084973	lncRNA	Gm13848
ENSMUSG00000107010	lncRNA	Gm43293
ENSMUSG00000087379	lncRNA	Gm13849
ENSMUSG00000029766	protein_coding	1700012A03Rik
ENSMUSG00000085616	lncRNA	Gm13850
ENSMUSG00000029765	protein_coding	Plxna4
ENSMUSG00000086720	lncRNA	Plxna4os3
ENSMUSG00000086675	lncRNA	Plxna4os2
ENSMUSG00000086763	lncRNA	Plxna4os1
ENSMUSG00000106873	lncRNA	BC049739
ENSMUSG00000053768	protein_coding	Chchd3
ENSMUSG00000085847	lncRNA	Gm14540
ENSMUSG00000029763	protein_coding	Exoc4
ENSMUSG00000087441	lncRNA	Gm13853
ENSMUSG00000056215	protein_coding	Lrguk
ENSMUSG00000087356	lncRNA	Gm13856
ENSMUSG00000018999	protein_coding	Slc35b4
ENSMUSG00000087613	lncRNA	Gm13855
ENSMUSG00000086762	lncRNA	Gm14546
ENSMUSG00000001642	protein_coding	Akr1b3
ENSMUSG00000029762	protein_coding	Akr1b8
ENSMUSG00000061758	protein_coding	Akr1b10
ENSMUSG00000052131	protein_coding	Akr1b7
ENSMUSG00000038871	protein_coding	Bpgm
ENSMUSG00000085187	lncRNA	Gm13860
ENSMUSG00000029761	protein_coding	Cald1
ENSMUSG00000085382	lncRNA	Gm13861
ENSMUSG00000060411	lncRNA	Npn2
ENSMUSG00000086834	lncRNA	Gm14547
ENSMUSG00000038836	protein_coding	Agbl3
ENSMUSG00000057137	protein_coding	Tmem140
ENSMUSG00000046806	protein_coding	Cyren
ENSMUSG00000058486	protein_coding	Wdr91
ENSMUSG00000029848	protein_coding	Stra8
ENSMUSG00000029847	protein_coding	Slc23a4
ENSMUSG00000038784	protein_coding	Cnot4
ENSMUSG00000038759	protein_coding	Nup205
ENSMUSG00000073155	protein_coding	1810058I24Rik
ENSMUSG00000029843	protein_coding	Slc13a4
ENSMUSG00000047420	protein_coding	Fam180a
ENSMUSG00000107341	lncRNA	1700065J11Rik
ENSMUSG00000029840	protein_coding	Mtpn
ENSMUSG00000107110	lncRNA	Gm42931
ENSMUSG00000073154	lncRNA	9330158H04Rik
ENSMUSG00000045613	protein_coding	Chrm2
ENSMUSG00000029838	protein_coding	Ptn
ENSMUSG00000038665	protein_coding	Dgki
ENSMUSG00000029837	lncRNA	1700111E14Rik
ENSMUSG00000038648	protein_coding	Creb3l2
ENSMUSG00000038641	protein_coding	Akr1d1
ENSMUSG00000029833	protein_coding	Trim24
ENSMUSG00000029830	protein_coding	Svopl
ENSMUSG00000038600	protein_coding	Atp6v0a4
ENSMUSG00000029829	protein_coding	Tmem213
ENSMUSG00000063455	protein_coding	D630045J12Rik
ENSMUSG00000047749	protein_coding	Zc3hav1l
ENSMUSG00000029826	protein_coding	Zc3hav1
ENSMUSG00000056832	protein_coding	Ttc26
ENSMUSG00000038538	protein_coding	Ubn2
ENSMUSG00000019689	protein_coding	Fmc1
ENSMUSG00000029823	protein_coding	Luc7l2
ENSMUSG00000071537	protein_coding	Klrg2
ENSMUSG00000079598	protein_coding	Clec2l
ENSMUSG00000061436	protein_coding	Hipk2
ENSMUSG00000029925	protein_coding	Tbxas1
ENSMUSG00000106737	lncRNA	Gm42962
ENSMUSG00000100121	lncRNA	1700025N23Rik
ENSMUSG00000038507	protein_coding	Parp12
ENSMUSG00000073144	lncRNA	4930599N23Rik
ENSMUSG00000042599	protein_coding	Kdm7a
ENSMUSG00000115026	lncRNA	Gm49041
ENSMUSG00000107365	lncRNA	Gm43479
ENSMUSG00000029924	protein_coding	Slc37a3
ENSMUSG00000029923	protein_coding	Rab19
ENSMUSG00000029922	protein_coding	Mkrn1
ENSMUSG00000068601	lncRNA	Gm10244
ENSMUSG00000038456	protein_coding	Dennd2a
ENSMUSG00000085058	lncRNA	8030453O22Rik
ENSMUSG00000046947	protein_coding	Adck2
ENSMUSG00000086582	lncRNA	Gm16272
ENSMUSG00000002416	protein_coding	Ndufb2
ENSMUSG00000002413	protein_coding	Braf
ENSMUSG00000029918	protein_coding	Mrps33
ENSMUSG00000057716	protein_coding	Tmem178b
ENSMUSG00000097406	lncRNA	Gm26833
ENSMUSG00000097563	lncRNA	Gm26638
ENSMUSG00000097484	lncRNA	Gm26807
ENSMUSG00000029916	protein_coding	Agk
ENSMUSG00000037172	protein_coding	E330009J07Rik
ENSMUSG00000037159	protein_coding	Wee2
ENSMUSG00000029911	protein_coding	Ssbp1
ENSMUSG00000052850	protein_coding	Tas2r137
ENSMUSG00000037140	protein_coding	Tas2r108
ENSMUSG00000029909	protein_coding	Prss37
ENSMUSG00000068259	protein_coding	Olfr461
ENSMUSG00000045514	protein_coding	Olfr460
ENSMUSG00000029915	protein_coding	Clec5a
ENSMUSG00000058250	protein_coding	Tas2r138
ENSMUSG00000068587	protein_coding	Mgam
ENSMUSG00000102802	protein_coding	Mgam2-ps
ENSMUSG00000029885	protein_coding	Moxd2
ENSMUSG00000076461	TR_V_gene	Trbv1
ENSMUSG00000051936	protein_coding	Prss58
ENSMUSG00000029883	protein_coding	1700074P13Rik
ENSMUSG00000063252	protein_coding	Gm4744
ENSMUSG00000101629	lncRNA	Gm29588
ENSMUSG00000094808	protein_coding	1810009J06Rik
ENSMUSG00000096525	protein_coding	Gm2663
ENSMUSG00000029882	protein_coding	2210010C04Rik
ENSMUSG00000076462	TR_V_gene	Trbv2
ENSMUSG00000076463	TR_V_gene	Trbv3
ENSMUSG00000103586	lncRNA	5830405F06Rik
ENSMUSG00000107486	TR_V_gene	Trbv4
ENSMUSG00000076465	TR_V_gene	Trbv5
ENSMUSG00000103807	TR_V_pseudogene	Trbv6
ENSMUSG00000102622	TR_V_pseudogene	Trbv7
ENSMUSG00000103833	lncRNA	Gm49885
ENSMUSG00000102821	TR_V_pseudogene	Trbv8
ENSMUSG00000104198	TR_V_pseudogene	Trbv9
ENSMUSG00000091671	TR_V_pseudogene	Trbv10
ENSMUSG00000102903	TR_V_pseudogene	Trbv11
ENSMUSG00000095574	TR_V_gene	Trbv12-1
ENSMUSG00000076467	TR_V_gene	Trbv13-1
